DateTime,22.4252 76.2179
2001-01-01,11.5600
2001-01-02,7.5600
2001-01-03,8.3300
2001-01-04,6.8400
2001-01-05,6.5300
2001-01-06,7.4700
2001-01-07,11.0000
2001-01-08,9.7400
2001-01-09,8.0800
2001-01-10,7.5400
2001-01-11,9.0900
2001-01-12,13.1600
2001-01-13,10.5100
2001-01-14,10.0900
2001-01-15,11.5500
2001-01-16,12.7500
2001-01-17,12.3300
2001-01-18,13.8100
2001-01-19,14.6600
2001-01-20,14.2900
2001-01-21,13.7700
2001-01-22,13.0900
2001-01-23,10.4800
2001-01-24,7.8000
2001-01-25,5.3200
2001-01-26,6.2600
2001-01-27,6.7900
2001-01-28,8.5600
2001-01-29,11.4500
2001-01-30,13.5100
2001-01-31,13.4200
2001-02-01,14.5300
2001-02-02,14.3900
2001-02-03,9.9300
2001-02-04,10.2100
2001-02-05,9.7500
2001-02-06,8.8800
2001-02-07,8.0400
2001-02-08,9.0400
2001-02-09,8.5700
2001-02-10,10.1300
2001-02-11,9.7300
2001-02-12,11.5800
2001-02-13,13.0500
2001-02-14,14.7500
2001-02-15,13.3400
2001-02-16,11.1200
2001-02-17,11.4800
2001-02-18,13.4700
2001-02-19,14.9000
2001-02-20,13.8100
2001-02-21,15.6300
2001-02-22,11.0800
2001-02-23,12.7700
2001-02-24,15.3500
2001-02-25,16.4500
2001-02-26,16.5800
2001-02-27,15.8400
2001-02-28,15.7200
2001-03-01,15.3300
2001-03-02,14.7300
2001-03-03,14.9300
2001-03-04,16.4800
2001-03-05,14.1800
2001-03-06,13.0900
2001-03-07,14.5300
2001-03-08,14.4500
2001-03-09,14.7700
2001-03-10,16.5100
2001-03-11,16.6600
2001-03-12,17.2700
2001-03-13,18.3400
2001-03-14,17.6500
2001-03-15,18.8500
2001-03-16,19.1000
2001-03-17,18.8100
2001-03-18,18.6600
2001-03-19,20.1300
2001-03-20,21.7300
2001-03-21,20.6200
2001-03-22,19.9600
2001-03-23,19.9900
2001-03-24,20.1900
2001-03-25,20.4700
