DateTime,23.0812 76.1904
2001-01-01,10.5200
2001-01-02,7.4700
2001-01-03,7.9500
2001-01-04,6.4200
2001-01-05,5.8500
2001-01-06,6.6500
2001-01-07,9.4700
2001-01-08,8.8700
2001-01-09,7.7300
2001-01-10,6.4300
2001-01-11,7.8400
2001-01-12,11.7500
2001-01-13,9.1500
2001-01-14,8.6500
2001-01-15,10.0800
2001-01-16,11.2200
2001-01-17,10.2100
2001-01-18,11.8400
2001-01-19,12.9500
2001-01-20,13.0100
2001-01-21,12.9500
2001-01-22,12.2900
2001-01-23,9.6100
2001-01-24,6.9200
2001-01-25,4.8900
2001-01-26,5.6000
2001-01-27,6.4500
2001-01-28,7.9000
2001-01-29,11.0500
2001-01-30,13.3400
2001-01-31,13.4100
2001-02-01,14.4600
2001-02-02,12.7900
2001-02-03,8.3900
2001-02-04,9.0400
2001-02-05,8.8900
2001-02-06,9.0200
2001-02-07,8.7100
2001-02-08,9.2700
2001-02-09,8.8400
2001-02-10,10.3300
2001-02-11,10.4000
2001-02-12,11.3000
2001-02-13,12.2700
2001-02-14,13.8600
2001-02-15,12.5000
2001-02-16,10.7300
2001-02-17,11.7500
2001-02-18,13.2000
2001-02-19,14.2700
2001-02-20,13.8100
2001-02-21,15.1500
2001-02-22,11.3800
2001-02-23,13.3100
2001-02-24,15.9200
2001-02-25,17.1700
2001-02-26,16.3900
2001-02-27,14.9800
2001-02-28,14.5700
2001-03-01,14.7100
2001-03-02,13.5700
2001-03-03,13.6000
2001-03-04,15.1300
2001-03-05,13.3500
2001-03-06,12.9900
2001-03-07,13.5000
2001-03-08,14.2100
2001-03-09,14.2700
2001-03-10,15.5700
2001-03-11,16.1000
2001-03-12,17.5700
2001-03-13,18.0900
2001-03-14,17.7900
2001-03-15,18.1500
2001-03-16,18.7500
2001-03-17,18.6300
2001-03-18,18.3200
2001-03-19,19.8900
2001-03-20,21.1700
2001-03-21,20.4000
2001-03-22,19.3500
2001-03-23,19.4100
2001-03-24,19.2200
2001-03-25,19.8900
2001-03-26,20.1000
2001-03-27,19.9200
2001-03-28,21.3400
2001-03-29,20.6800
2001-03-30,18.4900
2001-03-31,16.8300
2001-04-01,18.2800
2001-04-02,17.6000
2001-04-03,19.1200
2001-04-04,21.6800
2001-04-05,21.6300
2001-04-06,18.8300
2001-04-07,19.3200
2001-04-08,19.7400
2001-04-09,21.3900
2001-04-10,22.3100
2001-04-11,21.5500
2001-04-12,22.1500
2001-04-13,22.1800
2001-04-14,21.6600
2001-04-15,21.4600
2001-04-16,21.4600
2001-04-17,21.1600
2001-04-18,19.9200
2001-04-19,21.0200
2001-04-20,19.9400
2001-04-21,21.7800
2001-04-22,20.7100
2001-04-23,21.4400
2001-04-24,22.5900
2001-04-25,24.2600
2001-04-26,24.5700
2001-04-27,25.5500
2001-04-28,25.6500
2001-04-29,24.9000
2001-04-30,24.6000
2001-05-01,26.4900
2001-05-02,27.6800
2001-05-03,26.4800
2001-05-04,26.7500
2001-05-05,27.8000
2001-05-06,28.7600
2001-05-07,28.4300
2001-05-08,27.6300
2001-05-09,26.5800
2001-05-10,27.9500
2001-05-11,27.9200
2001-05-12,28.0900
2001-05-13,28.7600
2001-05-14,28.1800
2001-05-15,27.5200
2001-05-16,27.9100
2001-05-17,25.9100
2001-05-18,24.4300
2001-05-19,23.7200
2001-05-20,23.2600
2001-05-21,23.9200
2001-05-22,24.1200
2001-05-23,25.1500
2001-05-24,26.7000
2001-05-25,27.7500
2001-05-26,26.0000
2001-05-27,25.0700
2001-05-28,26.1300
2001-05-29,26.5100
2001-05-30,25.5700
2001-05-31,25.3600
2001-06-01,26.9100
2001-06-02,26.9700
2001-06-03,26.6900
2001-06-04,25.0900
2001-06-05,24.9600
2001-06-06,25.2900
2001-06-07,24.7900
2001-06-08,24.1000
2001-06-09,25.3300
2001-06-10,23.1700
2001-06-11,24.5100
2001-06-12,25.6600
2001-06-13,23.7000
2001-06-14,22.0900
2001-06-15,22.5800
2001-06-16,22.2200
2001-06-17,23.0400
2001-06-18,23.3100
2001-06-19,23.4300
2001-06-20,23.1900
2001-06-21,24.6100
2001-06-22,24.6400
2001-06-23,25.2700
2001-06-24,25.7900
2001-06-25,24.2900
2001-06-26,24.0200
2001-06-27,25.1300
2001-06-28,24.4500
2001-06-29,25.1900
2001-06-30,23.1600
2001-07-01,22.1500
2001-07-02,22.1400
2001-07-03,22.5700
2001-07-04,22.8100
2001-07-05,23.1800
2001-07-06,23.5000
2001-07-07,24.3400
2001-07-08,23.7500
2001-07-09,23.5300
2001-07-10,23.1800
2001-07-11,23.1600
2001-07-12,23.1000
2001-07-13,23.2200
2001-07-14,23.1700
2001-07-15,23.2400
2001-07-16,22.3400
2001-07-17,22.9100
2001-07-18,23.3000
2001-07-19,23.7400
2001-07-20,23.5300
2001-07-21,23.1600
2001-07-22,22.9300
2001-07-23,22.4700
2001-07-24,23.0400
2001-07-25,23.3400
2001-07-26,23.4000
2001-07-27,23.8200
2001-07-28,23.8600
2001-07-29,23.7300
2001-07-30,22.9000
2001-07-31,23.7900
2001-08-01,23.5200
2001-08-02,23.6600
2001-08-03,23.0000
2001-08-04,24.2900
2001-08-05,24.0600
2001-08-06,23.9700
2001-08-07,23.9100
2001-08-08,22.7900
2001-08-09,24.5000
2001-08-10,23.4900
2001-08-11,23.5700
2001-08-12,23.9000
2001-08-13,23.6300
2001-08-14,23.4500
2001-08-15,22.8800
2001-08-16,22.7300
2001-08-17,22.9500
2001-08-18,22.7400
2001-08-19,22.2100
2001-08-20,22.1900
2001-08-21,23.1200
2001-08-22,23.4200
2001-08-23,23.2300
2001-08-24,23.1400
2001-08-25,23.0700
2001-08-26,22.7200
2001-08-27,22.5900
2001-08-28,22.4900
2001-08-29,22.3500
2001-08-30,21.5700
2001-08-31,23.0600
2001-09-01,22.7700
2001-09-02,23.0300
2001-09-03,22.9500
2001-09-04,22.4900
2001-09-05,22.0400
2001-09-06,21.8700
2001-09-07,22.2400
2001-09-08,22.9100
2001-09-09,23.2300
2001-09-10,23.2400
2001-09-11,22.3100
2001-09-12,22.4700
2001-09-13,22.5700
2001-09-14,22.5900
2001-09-15,22.5900
2001-09-16,22.6100
2001-09-17,22.7000
2001-09-18,22.6000
2001-09-19,22.5900
2001-09-20,22.4500
2001-09-21,22.5900
2001-09-22,22.9400
2001-09-23,22.9700
2001-09-24,23.7500
2001-09-25,23.1400
2001-09-26,24.1300
2001-09-27,22.0700
2001-09-28,20.6500
2001-09-29,20.1500
2001-09-30,21.7300
2001-10-01,23.0000
2001-10-02,23.0800
2001-10-03,23.3600
2001-10-04,22.6800
2001-10-05,22.7900
2001-10-06,21.8400
2001-10-07,22.5700
2001-10-08,22.9100
2001-10-09,23.2700
2001-10-10,22.0100
2001-10-11,21.9300
2001-10-12,21.7900
2001-10-13,21.8900
2001-10-14,21.6500
2001-10-15,21.4400
2001-10-16,17.5700
2001-10-17,17.4100
2001-10-18,16.7000
2001-10-19,16.0200
2001-10-20,16.0200
2001-10-21,16.4900
2001-10-22,16.4500
2001-10-23,16.8200
2001-10-24,16.9000
2001-10-25,16.7300
2001-10-26,16.6800
2001-10-27,16.3900
2001-10-28,17.1900
2001-10-29,16.4300
2001-10-30,16.4100
2001-10-31,16.7600
2001-11-01,17.0200
2001-11-02,17.0300
2001-11-03,17.3600
2001-11-04,16.9700
2001-11-05,16.5900
2001-11-06,17.0700
2001-11-07,17.0600
2001-11-08,17.1500
2001-11-09,14.0100
2001-11-10,13.0300
2001-11-11,13.0900
2001-11-12,12.0800
2001-11-13,11.8400
2001-11-14,11.9400
2001-11-15,12.1800
2001-11-16,13.9600
2001-11-17,15.5200
2001-11-18,15.8300
2001-11-19,14.6000
2001-11-20,12.4400
2001-11-21,11.5500
2001-11-22,11.1100
2001-11-23,10.9600
2001-11-24,10.6500
2001-11-25,10.7100
2001-11-26,10.1600
2001-11-27,10.1700
2001-11-28,9.9100
2001-11-29,9.2100
2001-11-30,8.9800
2001-12-01,9.6300
2001-12-02,9.5900
2001-12-03,10.0300
2001-12-04,10.8500
2001-12-05,11.2400
2001-12-06,11.4500
2001-12-07,11.3500
2001-12-08,11.7600
2001-12-09,12.3200
2001-12-10,12.3600
2001-12-11,13.0900
2001-12-12,13.1200
2001-12-13,12.5000
2001-12-14,10.9000
2001-12-15,10.9200
2001-12-16,11.4000
2001-12-17,10.9700
2001-12-18,10.8400
2001-12-19,10.8800
2001-12-20,10.5900
2001-12-21,8.6700
2001-12-22,7.1300
2001-12-23,6.0200
2001-12-24,6.2900
2001-12-25,6.8800
2001-12-26,9.5800
2001-12-27,11.2600
2001-12-28,11.2700
2001-12-29,10.4100
2001-12-30,9.8200
2001-12-31,9.0500
2002-01-01,8.2700
2002-01-02,7.8700
2002-01-03,7.4300
2002-01-04,6.7400
2002-01-05,6.3400
2002-01-06,8.5800
2002-01-07,9.6700
2002-01-08,9.4300
2002-01-09,8.3700
2002-01-10,7.5600
